path,prob_normal,prob_hentai,prob_porn,prob_sexy,prob_anime,true_label,hentai_prob,porn_prob,hentai_oof,porn_oof,nsfw_max_raw,nsfw_max_oof
data\normal\normal_11_0226.jpg,1.0,0.0,5.4e-07,2.9e-06,1e-07,normal,0.0,5.4e-07,0.0,0.0,5.4e-07,0.0
data\normal\normal_11_0227.jpg,1.0,2.15e-06,3.48e-05,0.0001096,7.9e-06,normal,2.15e-06,3.48e-05,0.0,0.0,3.48e-05,0.0
data\normal\normal_11_0228.jpg,0.993,1.05e-05,0.001374,0.00564,4.905e-05,normal,1.05e-05,0.001374,0.0,0.0025157232704402514,0.001374,0.0025157232704402514
data\normal\normal_11_0229.jpg,0.9976,0.00011104,0.0008473,0.0005674,0.0008116,normal,0.00011104,0.0008473,0.0,0.001962708537782139,0.0008473,0.001962708537782139
data\normal\normal_11_0230.jpg,1.0,8.3e-07,5.7e-06,1.79e-05,5.3e-06,normal,8.3e-07,5.7e-06,0.0,0.0,5.7e-06,0.0
data\normal\normal_11_0231.jpg,1.0,9.5e-07,2.8e-06,5.6e-06,1.67e-06,normal,9.5e-07,2.8e-06,0.0,0.0,2.8e-06,0.0
data\normal\normal_11_0232.jpg,1.0,2e-07,3.5e-06,1.377e-05,9e-07,normal,2e-07,3.5e-06,0.0,0.0,3.5e-06,0.0
data\normal\normal_11_0233.jpg,0.985,0.0001585,0.001046,0.013626,0.000349,normal,0.0001585,0.001046,0.0,0.0008237232289950577,0.001046,0.0008237232289950577
data\normal\normal_11_0234.jpg,0.94,0.0007973,0.01121,0.04657,0.001402,normal,0.0007973,0.01121,0.0,0.01788617886178862,0.01121,0.01788617886178862
data\normal\normal_11_0235.jpg,0.99,3.356e-05,0.001472,0.007935,0.00010514,normal,3.356e-05,0.001472,0.0,0.0025157232704402514,0.001472,0.0025157232704402514
data\normal\normal_11_0236.jpg,0.9946,0.000416,0.001447,0.002565,0.000807,normal,0.000416,0.001447,0.00043591979075850045,0.0025157232704402514,0.001447,0.0025157232704402514
data\normal\normal_11_0237.jpg,0.9785,0.001631,0.003567,0.00689,0.0096,normal,0.001631,0.003567,0.000749063670411985,0.004464285714285714,0.003567,0.004464285714285714
data\normal\normal_11_0238.jpg,0.9985,3.25e-05,0.00125,0.0003538,4.005e-05,normal,3.25e-05,0.00125,0.0,0.0016051364365971107,0.00125,0.0016051364365971107
data\normal\normal_11_0239.jpg,0.9995,1.514e-05,6.31e-05,0.0002003,0.0002072,normal,1.514e-05,6.31e-05,0.0,0.0,6.31e-05,0.0
data\normal\normal_11_0240.jpg,0.9995,6.56e-06,8.25e-05,0.0001203,3.785e-05,normal,6.56e-06,8.25e-05,0.0,0.0,8.25e-05,0.0
data\normal\normal_11_0241.jpg,0.998,2.784e-05,0.0009985,0.000542,0.0001727,normal,2.784e-05,0.0009985,0.0,0.0008237232289950577,0.0009985,0.0008237232289950577
data\normal\normal_11_0242.jpg,0.996,0.0001252,0.0004184,0.001027,0.002274,normal,0.0001252,0.0004184,0.0,0.0,0.0004184,0.0
data\normal\normal_11_0243.jpg,0.9995,2.59e-05,0.00010633,2.65e-05,0.0003035,normal,2.59e-05,0.00010633,0.0,0.0,0.00010633,0.0
data\normal\normal_11_0244.jpg,0.9976,0.000143,0.0005374,0.0008454,0.0009484,normal,0.000143,0.0005374,0.0,0.0008237232289950577,0.0005374,0.0008237232289950577
data\normal\normal_11_0245.jpg,0.9995,5.174e-05,0.0003617,0.00010145,9.346e-05,normal,5.174e-05,0.0003617,0.0,0.0,0.0003617,0.0
data\normal\normal_11_0246.jpg,0.996,9.763e-05,0.0001789,0.002357,0.001121,normal,9.763e-05,0.0001789,0.0,0.0,0.0001789,0.0
data\normal\normal_11_0247.jpg,0.997,0.0001962,0.001422,0.000765,0.000594,normal,0.0001962,0.001422,0.00043252595155709344,0.002472187886279357,0.001422,0.002472187886279357
data\normal\normal_11_0248.jpg,0.977,0.0001107,0.0004184,0.02148,0.0008307,normal,0.0001107,0.0004184,0.0,0.0,0.0004184,0.0
data\normal\normal_11_0249.jpg,0.9985,4.256e-05,0.0002642,0.001281,7.325e-05,normal,4.256e-05,0.0002642,0.0,0.0,0.0002642,0.0
data\normal\normal_11_0250.jpg,0.8784,0.001292,0.00542,0.10974,0.005127,normal,0.001292,0.00542,0.0007446016381236039,0.0058823529411764705,0.00542,0.0058823529411764705
data\normal\normal_11_0251.jpg,0.999,1.55e-06,0.0001012,0.00066,2.8e-06,normal,1.55e-06,0.0001012,0.0,0.0,0.0001012,0.0
data\normal\normal_11_0252.jpg,1.0,7.9e-06,9.644e-05,5.174e-05,2.754e-05,normal,7.9e-06,9.644e-05,0.0,0.0,9.644e-05,0.0
data\normal\normal_11_0253.jpg,1.0,7e-07,1.34e-05,5.007e-05,2e-06,normal,7e-07,1.34e-05,0.0,0.0,1.34e-05,0.0
data\normal\normal_11_0254.jpg,0.9985,3.8e-06,9.25e-05,0.001286,6.1e-06,normal,3.8e-06,9.25e-05,0.0,0.0,9.25e-05,0.0
data\normal\normal_11_0255.jpg,0.9956,0.0002078,0.0004265,0.000703,0.002846,normal,0.0002078,0.0004265,0.00027240533914464724,0.0,0.0004265,0.00027240533914464724
data\normal\normal_11_0256.jpg,0.999,2.9e-06,5.77e-05,0.000742,2.47e-05,normal,2.9e-06,5.77e-05,0.0,0.0,5.77e-05,0.0
data\normal\normal_11_0257.jpg,0.9966,8.59e-05,0.0004551,0.002476,0.0002563,normal,8.59e-05,0.0004551,0.0,0.0016051364365971107,0.0004551,0.0016051364365971107
data\normal\normal_11_0258.jpg,0.9907,5.8e-05,0.0006604,0.008194,0.0003033,normal,5.8e-05,0.0006604,0.0,0.001953125,0.0006604,0.001953125
data\normal\normal_11_0259.jpg,0.9883,0.0001336,0.000671,0.01087,0.0002785,normal,0.0001336,0.000671,0.0,0.001962708537782139,0.000671,0.001962708537782139
data\normal\normal_11_0260.jpg,0.993,0.0002326,0.000492,0.003069,0.00324,normal,0.0002326,0.000492,0.00027240533914464724,0.001953125,0.000492,0.001953125
data\normal\normal_11_0261.jpg,0.8477,0.002827,0.00451,0.1301,0.01487,normal,0.002827,0.00451,0.0017964071856287425,0.006309148264984227,0.00451,0.006309148264984227
data\normal\normal_11_0262.jpg,1.0,1.7e-06,3.52e-05,9.8e-06,1.91e-05,normal,1.7e-06,3.52e-05,0.0,0.0,3.52e-05,0.0
data\normal\normal_11_0263.jpg,1.0,2.74e-06,1.53e-05,8.124e-05,4.417e-05,normal,2.74e-06,1.53e-05,0.0,0.0,1.53e-05,0.0
data\normal\normal_11_0264.jpg,1.0,1.13e-06,1.48e-05,8.2e-06,4.53e-06,normal,1.13e-06,1.48e-05,0.0,0.0,1.48e-05,0.0
data\normal\normal_11_0265.jpg,0.912,0.00501,0.038,0.039,0.00574,normal,0.00501,0.038,0.0017964071856287425,0.026871401151631478,0.038,0.026871401151631478
data\normal\normal_11_0266.jpg,0.9995,7.12e-05,0.0001352,0.0001535,0.000189,normal,7.12e-05,0.0001352,0.0,0.0,0.0001352,0.0
data\normal\normal_11_0267.jpg,0.9985,8.416e-05,0.0006437,0.000846,9.376e-05,normal,8.416e-05,0.0006437,0.0,0.0016051364365971107,0.0006437,0.0016051364365971107
data\normal\normal_11_0268.jpg,0.9653,0.0004842,0.02257,0.01142,0.0002178,normal,0.0004842,0.02257,0.00027240533914464724,0.03314917127071823,0.02257,0.03314917127071823
data\normal\normal_11_0269.jpg,0.9995,8.4e-06,0.0003603,0.0003004,3.6e-06,normal,8.4e-06,0.0003603,0.0,0.0,0.0003603,0.0
data\normal\normal_11_0270.jpg,0.996,7.427e-05,0.000473,0.001357,0.002096,normal,7.427e-05,0.000473,0.0,0.0016051364365971107,0.000473,0.0016051364365971107
data\normal\normal_11_0271.jpg,0.997,5.07e-05,0.0003989,9.584e-05,0.002277,normal,5.07e-05,0.0003989,0.0,0.0,0.0003989,0.0
data\normal\normal_11_0272.jpg,0.979,5.75e-05,0.000623,0.02026,7.844e-05,normal,5.75e-05,0.000623,0.0,0.0012391573729863693,0.000623,0.0012391573729863693
data\normal\normal_11_0273.jpg,0.9883,0.000201,0.001633,0.00995,0.0001702,normal,0.000201,0.001633,0.00043402777777777775,0.001128668171557562,0.001633,0.001128668171557562
data\normal\normal_11_0274.jpg,0.973,0.0003428,0.00276,0.02301,0.0006714,normal,0.0003428,0.00276,0.0,0.003940886699507389,0.00276,0.003940886699507389
data\normal\normal_11_0275.jpg,0.9995,1.264e-05,0.0001379,9.644e-05,2.76e-05,normal,1.264e-05,0.0001379,0.0,0.0,0.0001379,0.0
data\normal\normal_11_0276.jpg,0.955,6.31e-05,0.0003724,0.04398,0.000437,normal,6.31e-05,0.0003724,0.0,0.0,0.0003724,0.0
data\normal\normal_11_0277.jpg,0.9404,0.00010526,0.001039,0.05685,0.001631,normal,0.00010526,0.001039,0.0,0.0008237232289950577,0.001039,0.0008237232289950577
data\normal\normal_11_0278.jpg,0.98,0.0003023,0.003208,0.01633,0.0003197,normal,0.0003023,0.003208,0.00027240533914464724,0.003302146395156852,0.003208,0.003302146395156852
data\normal\normal_11_0279.jpg,1.0,6e-08,1.3e-06,4.05e-06,5.4e-07,normal,6e-08,1.3e-06,0.0,0.0,1.3e-06,0.0
data\normal\normal_11_0280.jpg,0.9976,2.14e-05,0.0001837,0.002127,5.19e-05,normal,2.14e-05,0.0001837,0.0,0.0,0.0001837,0.0
data\normal\normal_11_0281.jpg,0.4807,0.001286,0.01336,0.4998,0.004807,normal,0.001286,0.01336,0.0007564296520423601,0.01909307875894988,0.01336,0.01909307875894988
data\normal\normal_11_0282.jpg,0.7627,6.97e-05,0.00326,0.2335,0.0003304,normal,6.97e-05,0.00326,0.0,0.003302146395156852,0.00326,0.003302146395156852
data\normal\normal_11_0284.jpg,0.5703,0.004906,0.05096,0.1635,0.2102,normal,0.004906,0.05096,0.0018148820326678765,0.06565656565656566,0.05096,0.06565656565656566
data\normal\normal_11_0285.jpg,1.0,1e-06,1.585e-05,4.894e-05,3.6e-06,normal,1e-06,1.585e-05,0.0,0.0,1.585e-05,0.0
data\normal\normal_11_0286.jpg,0.9995,1.39e-05,0.0001015,0.0001822,3.61e-05,normal,1.39e-05,0.0001015,0.0,0.0,0.0001015,0.0
data\normal\normal_11_0288.jpg,0.999,4.13e-05,0.0004444,0.0003839,0.0002556,normal,4.13e-05,0.0004444,0.0,0.0,0.0004444,0.0
data\normal\normal_11_0289.jpg,0.9995,2.41e-05,0.0001523,0.0001782,0.0001419,normal,2.41e-05,0.0001523,0.0,0.0,0.0001523,0.0
data\normal\normal_11_0290.jpg,0.9995,8.9e-06,6.46e-05,0.0004559,9.24e-06,normal,8.9e-06,6.46e-05,0.0,0.0,6.46e-05,0.0
data\normal\normal_11_0291.jpg,0.9893,4.37e-05,0.0005074,0.0102,0.0001149,normal,4.37e-05,0.0005074,0.0,0.0,0.0005074,0.0
data\normal\normal_11_0292.jpg,0.9517,1.26e-05,0.000486,0.03903,0.008675,normal,1.26e-05,0.000486,0.0,0.001962708537782139,0.000486,0.001962708537782139
data\normal\normal_11_0293.jpg,0.8955,0.004414,0.02124,0.07227,0.0066,normal,0.004414,0.02124,0.0018148820326678765,0.023376623376623377,0.02124,0.023376623376623377
data\normal\normal_11_0294.jpg,0.9487,0.000509,0.01012,0.03998,0.0007415,normal,0.000509,0.01012,0.0,0.015748031496062992,0.01012,0.015748031496062992
data\normal\normal_11_0295.jpg,0.999,5.1e-05,0.0002126,0.0004456,0.0002866,normal,5.1e-05,0.0002126,0.0,0.0,0.0002126,0.0
data\normal\normal_11_0296.jpg,0.992,0.000548,0.0009084,0.0054,0.000963,normal,0.000548,0.0009084,0.00043591979075850045,0.0012391573729863693,0.0009084,0.0012391573729863693
data\normal\normal_11_0297.jpg,0.9946,5.84e-05,0.0007386,0.004047,0.000502,normal,5.84e-05,0.0007386,0.0,0.001953125,0.0007386,0.001953125
data\normal\normal_11_0298.jpg,0.9253,0.00343,0.04782,0.02008,0.003483,normal,0.00343,0.04782,0.0012055455093429777,0.046413502109704644,0.04782,0.046413502109704644
data\normal\normal_11_0299.jpg,0.9937,0.0001312,0.00272,0.00284,0.0006166,normal,0.0001312,0.00272,0.0,0.004166666666666667,0.00272,0.004166666666666667
data\normal\normal_11_0300.jpg,0.879,0.006645,0.0105,0.06995,0.03412,normal,0.006645,0.0105,0.001243008079552517,0.011811023622047244,0.0105,0.011811023622047244
data\normal\normal_11_0301.jpg,0.9995,1.836e-05,7.886e-05,0.0001807,0.000305,normal,1.836e-05,7.886e-05,0.0,0.0,7.886e-05,0.0
data\normal\normal_11_0302.jpg,0.986,0.0002773,0.001067,0.003664,0.009186,normal,0.0002773,0.001067,0.00043591979075850045,0.0025157232704402514,0.001067,0.0025157232704402514
data\normal\normal_11_0303.jpg,1.0,2.6e-06,4.24e-05,0.0001082,8e-06,normal,2.6e-06,4.24e-05,0.0,0.0,4.24e-05,0.0
data\normal\normal_11_0304.jpg,0.99,2.235e-05,0.0002868,0.00951,4.476e-05,normal,2.235e-05,0.0002868,0.0,0.0,0.0002868,0.0
data\normal\normal_11_0305.jpg,0.9297,7.61e-05,0.0003612,0.06696,0.002804,normal,7.61e-05,0.0003612,0.0,0.0,0.0003612,0.0
data\normal\normal_11_0306.jpg,0.996,5.56e-05,0.001184,0.002241,0.0002059,normal,5.56e-05,0.001184,0.0,0.001128668171557562,0.001184,0.001128668171557562
data\normal\normal_11_0308.jpg,1.0,3.6e-07,4.5e-06,6.1e-06,1.8e-06,normal,3.6e-07,4.5e-06,0.0,0.0,4.5e-06,0.0
data\normal\normal_11_0309.jpg,0.972,6.08e-05,0.002167,0.02492,0.0005283,normal,6.08e-05,0.002167,0.0,0.0025906735751295338,0.002167,0.0025906735751295338
data\normal\normal_11_0314.jpg,0.9893,1.59e-05,4.97e-05,0.01032,0.000135,normal,1.59e-05,4.97e-05,0.0,0.0,4.97e-05,0.0
data\normal\normal_11_0315.jpg,0.9995,1.42e-05,0.0001705,0.0002245,9.346e-05,normal,1.42e-05,0.0001705,0.0,0.0,0.0001705,0.0
data\normal\normal_11_0316.jpg,0.9995,3.6e-06,9.13e-05,0.0004888,1.33e-05,normal,3.6e-06,9.13e-05,0.0,0.0,9.13e-05,0.0
data\normal\normal_11_0317.jpg,0.985,1.7e-05,0.000913,0.014145,3.135e-05,normal,1.7e-05,0.000913,0.0,0.0008237232289950577,0.000913,0.0008237232289950577
data\normal\normal_11_0318.jpg,0.9595,0.0008383,0.03833,0.000667,0.0006895,normal,0.0008383,0.03833,0.00043402777777777775,0.030821917808219176,0.03833,0.030821917808219176
data\normal\normal_11_0319.jpg,1.0,1.13e-06,3.45e-05,7.206e-05,6.9e-06,normal,1.13e-06,3.45e-05,0.0,0.0,3.45e-05,0.0
data\normal\normal_11_0320.jpg,0.9956,1.12e-05,9.24e-05,0.003872,0.0005465,normal,1.12e-05,9.24e-05,0.0,0.0,9.24e-05,0.0
data\normal\normal_11_0321.jpg,0.9546,0.0002307,0.004948,0.0394,0.000862,normal,0.0002307,0.004948,0.00027240533914464724,0.003302146395156852,0.004948,0.003302146395156852
data\normal\normal_11_0322.jpg,0.9976,0.0001885,0.0004373,0.001156,0.000698,normal,0.0001885,0.0004373,0.00027240533914464724,0.0,0.0004373,0.00027240533914464724
data\normal\normal_11_0323.jpg,1.0,4.4e-06,1.53e-05,9.16e-05,9.096e-05,normal,4.4e-06,1.53e-05,0.0,0.0,1.53e-05,0.0
data\normal\normal_11_0324.jpg,0.9976,1.06e-05,0.0004632,0.002068,2.2e-05,normal,1.06e-05,0.0004632,0.0,0.001953125,0.0004632,0.001953125
data\normal\normal_11_0325.jpg,1.0,5.6e-06,4.54e-05,0.0001286,1.454e-05,normal,5.6e-06,4.54e-05,0.0,0.0,4.54e-05,0.0
data\normal\normal_11_0326.jpg,0.9995,8.7e-06,0.0002718,0.0003557,9.04e-05,normal,8.7e-06,0.0002718,0.0,0.0,0.0002718,0.0
data\normal\normal_11_0328.jpg,1.0,0.0,6e-07,1.5e-06,0.0,normal,0.0,6e-07,0.0,0.0,6e-07,0.0
data\normal\normal_11_0329.jpg,0.9907,0.000137,0.001451,0.00699,0.0006495,normal,0.000137,0.001451,0.0,0.001128668171557562,0.001451,0.001128668171557562
data\normal\normal_11_0330.jpg,0.999,1.9e-06,0.000229,0.0006776,1.82e-05,normal,1.9e-06,0.000229,0.0,0.0,0.000229,0.0
data\normal\normal_11_0331.jpg,0.9966,3.374e-05,0.0012865,0.001832,3.123e-05,normal,3.374e-05,0.0012865,0.0,0.001128668171557562,0.0012865,0.001128668171557562
data\normal\normal_11_0332.jpg,0.9946,0.0001477,0.0001261,0.004196,0.001062,normal,0.0001477,0.0001261,0.0,0.0,0.0001477,0.0
data\normal\normal_11_0333.jpg,1.0,7e-07,7.5e-06,1.54e-05,7.9e-06,normal,7e-07,7.5e-06,0.0,0.0,7.5e-06,0.0
data\normal\normal_11_0334.jpg,0.998,7.37e-05,9.92e-05,0.001594,0.0001541,normal,7.37e-05,9.92e-05,0.0,0.0,9.92e-05,0.0
data\normal\normal_11_0335.jpg,0.999,2e-07,2.1e-06,0.000804,5.4e-07,normal,2e-07,2.1e-06,0.0,0.0,2.1e-06,0.0
data\normal\normal_11_0337.jpg,0.9995,1.2e-06,2.2e-05,0.0004144,2.56e-06,normal,1.2e-06,2.2e-05,0.0,0.0,2.2e-05,0.0
data\normal\normal_11_0338.jpg,0.9976,3.39e-05,0.001404,0.0005093,0.0003943,normal,3.39e-05,0.001404,0.0,0.002472187886279357,0.001404,0.002472187886279357
data\normal\normal_11_0339.jpg,0.3884,0.11884,0.13,0.1406,0.2222,normal,0.11884,0.13,0.19760479041916168,0.19393939393939394,0.13,0.19760479041916168
data\normal\normal_11_0340.jpg,0.999,4.524e-05,0.0001052,0.000233,0.000775,normal,4.524e-05,0.0001052,0.0,0.0,0.0001052,0.0
data\normal\normal_11_0341.jpg,0.7793,0.0002024,0.01405,0.2062,5.686e-05,normal,0.0002024,0.01405,0.00043402777777777775,0.017130620985010708,0.01405,0.017130620985010708
data\normal\normal_11_0342.jpg,0.9995,6.9e-06,1.25e-05,1.174e-05,0.0002391,normal,6.9e-06,1.25e-05,0.0,0.0,1.25e-05,0.0
data\normal\normal_11_0343.jpg,0.1992,0.0003078,0.2056,0.5947,0.000166,normal,0.0003078,0.2056,0.00043252595155709344,0.2891566265060241,0.2056,0.2891566265060241
data\normal\normal_11_0345.jpg,0.9976,6.986e-05,0.0004761,0.001814,5.67e-05,normal,6.986e-05,0.0004761,0.0,0.0016051364365971107,0.0004761,0.0016051364365971107
data\normal\normal_11_0346.jpg,1.0,6e-08,3.34e-06,1.913e-05,5e-07,normal,6e-08,3.34e-06,0.0,0.0,3.34e-06,0.0
data\normal\normal_11_0347.jpg,0.9956,7.886e-05,0.0003467,0.00381,0.0002923,normal,7.886e-05,0.0003467,0.0,0.0,0.0003467,0.0
data\normal\normal_11_0348.jpg,0.998,2.29e-05,0.0002043,0.001502,0.0001527,normal,2.29e-05,0.0002043,0.0,0.0,0.0002043,0.0
data\normal\normal_11_0349.jpg,0.999,1.63e-05,0.0007224,0.0002244,1.73e-05,normal,1.63e-05,0.0007224,0.0,0.0016051364365971107,0.0007224,0.0016051364365971107
data\normal\normal_11_0350.jpg,0.9365,0.0002012,0.0013275,0.0614,0.000562,normal,0.0002012,0.0013275,0.00043591979075850045,0.0025157232704402514,0.0013275,0.0025157232704402514
data\normal\normal_11_0351.jpg,0.999,1.63e-05,4.286e-05,0.000333,0.000632,normal,1.63e-05,4.286e-05,0.0,0.0,4.286e-05,0.0
data\normal\normal_11_0352.jpg,1.0,1.9e-06,2.03e-05,1.43e-05,2.915e-05,normal,1.9e-06,2.03e-05,0.0,0.0,2.03e-05,0.0
data\normal\normal_11_0353.jpg,0.975,0.000737,0.003078,0.01564,0.00568,normal,0.000737,0.003078,0.00043402777777777775,0.004048582995951417,0.003078,0.004048582995951417
data\normal\normal_11_0354.jpg,0.997,5.84e-06,0.000768,0.001978,2.867e-05,normal,5.84e-06,0.000768,0.0,0.001962708537782139,0.000768,0.001962708537782139
data\normal\normal_11_0355.jpg,0.988,0.0001496,0.000624,0.01098,0.0004005,normal,0.0001496,0.000624,0.0,0.001953125,0.000624,0.001953125
data\normal\normal_11_0356.jpg,0.994,0.000125,0.002457,0.001484,0.001903,normal,0.000125,0.002457,0.0,0.002976190476190476,0.002457,0.002976190476190476
data\normal\normal_11_0357.jpg,0.1259,9.08e-05,0.01215,0.862,0.0002391,normal,9.08e-05,0.01215,0.0,0.01909307875894988,0.01215,0.01909307875894988
data\normal\normal_11_0358.jpg,1.0,0.0,3.93e-06,2.5e-06,0.0,normal,0.0,3.93e-06,0.0,0.0,3.93e-06,0.0
data\normal\normal_11_0359.jpg,0.997,0.000164,0.0006104,0.001421,0.000614,normal,0.000164,0.0006104,0.0,0.0012391573729863693,0.0006104,0.0012391573729863693
data\normal\normal_11_0360.jpg,0.986,0.0001303,0.000501,0.013214,0.0002396,normal,0.0001303,0.000501,0.0,0.0008237232289950577,0.000501,0.0008237232289950577
data\normal\normal_11_0361.jpg,0.87,0.02072,0.0681,0.02507,0.01598,normal,0.02072,0.0681,0.013315579227696404,0.05504587155963303,0.0681,0.05504587155963303
data\normal\normal_11_0362.jpg,0.9985,1.305e-05,0.0001658,0.001232,3.33e-05,normal,1.305e-05,0.0001658,0.0,0.0,0.0001658,0.0
data\normal\normal_11_0363.jpg,1.0,1.8e-06,7.623e-05,4.023e-05,4.34e-05,normal,1.8e-06,7.623e-05,0.0,0.0,7.623e-05,0.0
data\normal\normal_11_0364.jpg,0.9995,2.2e-06,0.0001392,0.0002371,5.4e-06,normal,2.2e-06,0.0001392,0.0,0.0,0.0001392,0.0
data\normal\normal_11_0365.jpg,0.997,9.93e-05,0.000685,0.001785,0.0001692,normal,9.93e-05,0.000685,0.0,0.0012391573729863693,0.000685,0.0012391573729863693
data\normal\normal_11_0366.jpg,0.9385,0.0004354,0.05643,0.001458,0.003263,normal,0.0004354,0.05643,0.00043402777777777775,0.05504587155963303,0.05643,0.05504587155963303
data\normal\normal_11_0367.jpg,0.9995,8.46e-06,8.315e-05,0.0003536,3.51e-05,normal,8.46e-06,8.315e-05,0.0,0.0,8.315e-05,0.0
data\normal\normal_11_0368.jpg,0.999,2.91e-05,0.0001348,4.506e-05,0.000902,normal,2.91e-05,0.0001348,0.0,0.0,0.0001348,0.0
data\normal\normal_11_0369.jpg,0.638,0.0019455,0.1305,0.228,0.00139,normal,0.0019455,0.1305,0.00027240533914464724,0.2102803738317757,0.1305,0.2102803738317757
data\normal\normal_11_0370.jpg,0.9995,2.08e-05,8.154e-05,0.0001833,0.000354,normal,2.08e-05,8.154e-05,0.0,0.0,8.154e-05,0.0
data\normal\normal_11_0371.jpg,0.879,0.0002759,0.02512,0.09515,0.000769,normal,0.0002759,0.02512,0.00027240533914464724,0.03314917127071823,0.02512,0.03314917127071823
data\normal\normal_11_0372.jpg,0.9995,3.87e-05,0.0001193,8.97e-05,0.000141,normal,3.87e-05,0.0001193,0.0,0.0,0.0001193,0.0
data\normal\normal_11_0373.jpg,0.993,1.8e-05,0.001236,0.00522,0.0002056,normal,1.8e-05,0.001236,0.0,0.0024390243902439024,0.001236,0.0024390243902439024
data\normal\normal_11_0374.jpg,0.997,4.923e-05,0.002356,0.000662,4.24e-05,normal,4.923e-05,0.002356,0.0,0.003940886699507389,0.002356,0.003940886699507389
data\normal\normal_11_0376.jpg,1.0,1.204e-05,2.193e-05,9.763e-05,5.36e-05,normal,1.204e-05,2.193e-05,0.0,0.0,2.193e-05,0.0
data\normal\normal_11_0377.jpg,0.981,0.0015545,0.003817,0.00958,0.0043,normal,0.0015545,0.003817,0.0007446016381236039,0.005226480836236934,0.003817,0.005226480836236934
data\normal\normal_11_0378.jpg,0.989,3.135e-05,0.000984,0.01024,7.695e-05,normal,3.135e-05,0.000984,0.0,0.001953125,0.000984,0.001953125
data\normal\normal_11_0379.jpg,0.9805,0.001001,0.004208,0.00945,0.004875,normal,0.001001,0.004208,0.00027240533914464724,0.003302146395156852,0.004208,0.003302146395156852
data\normal\normal_11_0380.jpg,0.701,0.003027,0.00543,0.2837,0.006496,normal,0.003027,0.00543,0.001375515818431912,0.004366812227074236,0.00543,0.004366812227074236
data\normal\normal_11_0381.jpg,0.0456,0.002079,0.009995,0.9395,0.00292,normal,0.002079,0.009995,0.000749063670411985,0.015748031496062992,0.009995,0.015748031496062992
data\normal\normal_11_0382.jpg,0.9995,2.3e-06,4.45e-05,0.0005293,7.9e-06,normal,2.3e-06,4.45e-05,0.0,0.0,4.45e-05,0.0
data\normal\normal_11_0383.jpg,0.7373,0.003855,0.0622,0.191,0.005424,normal,0.003855,0.0622,0.0012055455093429777,0.046413502109704644,0.0622,0.046413502109704644
data\normal\normal_11_0384.jpg,0.9995,4.9e-06,0.0001993,9.58e-05,7.6e-06,normal,4.9e-06,0.0001993,0.0,0.0,0.0001993,0.0
data\normal\normal_11_0385.jpg,0.981,4.91e-05,0.001004,0.01796,0.0001996,normal,4.91e-05,0.001004,0.0,0.0016051364365971107,0.001004,0.0016051364365971107
data\normal\normal_11_0386.jpg,0.992,0.0003517,0.002356,0.003845,0.001187,normal,0.0003517,0.002356,0.0,0.003940886699507389,0.002356,0.003940886699507389
data\normal\normal_11_0387.jpg,0.9814,0.0003588,0.003721,0.01034,0.00391,normal,0.0003588,0.003721,0.00027240533914464724,0.003302146395156852,0.003721,0.003302146395156852
data\normal\normal_11_0388.jpg,0.9717,5.07e-06,0.001853,0.02661,5.25e-06,normal,5.07e-06,0.001853,0.0,0.0033594624860022394,0.001853,0.0033594624860022394
data\normal\normal_11_0389.jpg,0.9995,2.62e-05,7.34e-05,0.0001049,7.78e-05,normal,2.62e-05,7.34e-05,0.0,0.0,7.34e-05,0.0
data\normal\normal_11_0390.jpg,1.0,4.2e-06,3.85e-05,6.676e-05,3.9e-06,normal,4.2e-06,3.85e-05,0.0,0.0,3.85e-05,0.0
data\normal\normal_11_0391.jpg,0.901,0.005314,0.01242,0.0628,0.01862,normal,0.005314,0.01242,0.0018148820326678765,0.01909307875894988,0.01242,0.01909307875894988
data\normal\normal_11_0392.jpg,0.5957,0.02971,0.00551,0.0499,0.319,normal,0.02971,0.00551,0.013315579227696404,0.0058823529411764705,0.02971,0.013315579227696404
data\normal\normal_11_0394.jpg,1.0,0.0,8e-07,2.8e-06,6e-08,normal,0.0,8e-07,0.0,0.0,8e-07,0.0
data\normal\normal_11_0395.jpg,0.997,0.00010365,0.001667,0.0009365,0.0001255,normal,0.00010365,0.001667,0.0,0.002472187886279357,0.001667,0.002472187886279357
data\normal\normal_11_0396.jpg,0.9785,0.0003114,0.01467,0.006077,0.0003097,normal,0.0003114,0.01467,0.00043402777777777775,0.017130620985010708,0.01467,0.017130620985010708
data\normal\normal_11_0397.jpg,0.998,1.85e-06,4.92e-05,0.001728,8.46e-06,normal,1.85e-06,4.92e-05,0.0,0.0,4.92e-05,0.0
data\normal\normal_11_0398.jpg,0.8276,0.001429,0.0743,0.0963,0.000527,normal,0.001429,0.0743,0.0006544502617801048,0.0967741935483871,0.0743,0.0967741935483871
data\normal\normal_11_0399.jpg,0.9976,1.27e-05,0.0001712,0.00237,0.0001132,normal,1.27e-05,0.0001712,0.0,0.0,0.0001712,0.0
data\normal\normal_11_0400.jpg,0.995,5.45e-05,0.001595,0.003233,8.225e-05,normal,5.45e-05,0.001595,0.0,0.002472187886279357,0.001595,0.002472187886279357
data\normal\normal_11_0401.jpg,1.0,3.6e-07,6.44e-06,8.2e-06,4.6e-06,normal,3.6e-07,6.44e-06,0.0,0.0,6.44e-06,0.0
